U235 100
Pa231 100
Ac227 1.38
Th227 98.62
Fr223 0.0000828
Ra223 99.9999172
At219 0.000080316
Rn219 99.999919684
Po215 99.99977
At215 0.00023
Bi211 99.724
Po211 0.276
