6.03801	24.2
6.0088	2.9
5.9894	0.002
5.977720000000001	23.5
5.9597	3.0
5.916	0.775
5.9098999999999995	0.174
5.8666	2.42
5.8075	1.27
5.7955	0.311
5.7623	0.228
5.75687	20.4
5.7281	0.0342
5.7132	4.89
5.7088	8.3
5.7008	3.63
5.693	1.5
5.674300000000001	0.0572
5.668	2.06
5.6402	0.0179
5.622	0.007
5.613300000000001	0.216
5.6006	0.17
5.5859	0.176
5.5317	0.021
5.5099	0.0166
5.4803999999999995	0.0012
5.458600000000001	0.0027
5.4087	0.00044
5.365	0.00066
5.3359	0.0002
5.3218000000000005	0.00024
5.2643	0.0026
5.2483	0.0032
5.2292	0.0098
5.2101999999999995	0.007
5.1937	0.0038
5.1806	0.0012
5.171	0.0017
5.1465	0.0041
5.1287	0.00062
5.1105	0.00028
5.0835	0.00015
5.056100000000001	0.00023
5.0335	0.00031
