5.0586	11.0
5.032	2.5
5.0283999999999995	20.0
5.0138	25.4
4.986	1.4
4.975	0.4
4.9513	22.8
4.934	3.0
4.9	0.002
4.853	1.4
4.788	0.065
4.795	0.183
4.754	0.0064
4.736	8.4
4.713	1.268
4.681	1.5
4.643	0.082
4.624	0.0503
4.632	0.075
4.599	0.0153
4.566	0.0019
4.522	0.0029
4.508	0.00365
4.41	0.0127
