8.78	365.23
8.78	365.23
8.77	365.23
8.76	365.238
8.75	365.2
8.74	365.112
8.73	364.902
8.72	364.7
8.71	364.273
8.700000000000001	362.977
8.690000000000001	363.147
8.680000000000001	363.319
8.670000000000002	363.486
8.660000000000002	363.655
8.650000000000002	363.823
8.640000000000002	363.987
8.630000000000003	364.153
8.620000000000003	364.315
8.610000000000003	364.478
8.600000000000003	364.638
8.590000000000003	364.799
8.580000000000004	364.956
8.570000000000004	365.116
8.560000000000004	365.271
8.550000000000004	365.428
8.540000000000004	365.584
8.530000000000005	365.735
8.520000000000005	365.889
8.510000000000005	366.038
8.500000000000005	366.189
8.490000000000006	366.336
8.480000000000006	366.486
8.470000000000006	366.633
8.460000000000006	366.782
8.450000000000006	366.928
8.440000000000007	367.073
8.430000000000007	367.223
8.420000000000007	367.369
8.410000000000007	367.516
8.400000000000007	367.659
8.390000000000008	367.802
8.380000000000008	367.941
8.370000000000008	368.081
8.360000000000008	368.219
8.350000000000009	368.352
8.340000000000009	368.486
8.330000000000009	368.615
8.32000000000001	368.746
8.31000000000001	368.871
8.30000000000001	368.998
8.29000000000001	369.12
8.28000000000001	369.243
8.27000000000001	369.361
8.26000000000001	369.48
8.25000000000001	369.597
8.24000000000001	369.709
8.230000000000011	369.821
8.220000000000011	369.93
8.210000000000012	370.043
8.200000000000012	370.151
8.190000000000012	370.26
8.180000000000012	370.364
8.170000000000012	370.472
8.160000000000013	370.579
8.150000000000013	370.679
8.140000000000013	370.779
8.130000000000013	370.874
8.120000000000013	370.969
8.110000000000014	371.058
8.100000000000014	371.147
8.090000000000014	371.23
8.080000000000014	371.313
8.070000000000014	371.394
8.060000000000015	371.468
8.050000000000015	371.543
8.040000000000015	371.611
8.030000000000015	371.679
8.020000000000016	371.742
8.010000000000016	371.804
8.000000000000016	371.861
7.990000000000016	371.916
7.980000000000016	371.966
7.970000000000017	372.014
7.960000000000017	372.06
7.950000000000017	372.103
7.940000000000017	372.145
7.9300000000000175	372.181
7.920000000000018	372.217
7.910000000000018	372.249
7.900000000000018	372.28
7.890000000000018	372.305
7.8800000000000185	372.329
7.870000000000019	372.35
7.860000000000019	372.363
7.850000000000019	372.375
